id	sku	code	pricemod	weightmod	description	offering	backorder	notstocked	tabletype
1	HE9383	AA			@Chinese			0	Language
2	HE9383	AB			@French			1	Language
3	HE9383	AC			@Gaelic			1	Language
4	HE9383	AD			@German			1	Language
5	HE9383	AE			@Italian			1	Language
6	HE9383	AF			@Japanese			1	Language
7	HE9383	AG			@Latin			0	Language
8	HE9383	AH			@Polish			1	Language
9	HE9383	AI			@Spanish			1	Language
10	HF2682	XS			@XS			1	Size
11	HF2682	S			@Small			1	Size
12	VF0701S	M			@Medium			1	Size
13	VF0701S	L			@Large			0	Size
14	VF0701S	XL			@XL			0	Size
15	VF0701S	2X	2		@XXL (add $2)			0	Size
16	VF0701T	M			@Medium			1	Size
17	VF0701T	L			@Large			1	Size
18	VF0701T	XL			@XL			1	Size
19	VF0701T	2X	2		@XXL (add $2)			0	Size
20	HD0452S	M			@Medium			0	Size
21	HD0452S	L			@Large			0	Size
22	HD0452S	XL			@XL			0	Size
23	HD0452S	2X	2		@XXL (add $2)			0	Size
24	HD0452T	M			@Medium			0	Size
25	HD0452T	L			@Large			0	Size
26	HD0452T	XL			@XL			0	Size
27	HD0452T	2X	2		@XXL (add $2)			0	Size
28	HD1902S	M			@Medium			0	Size
29	HD1902S	L			@Large			0	Size
30	HD1902S	XL			@XL			0	Size
31	HD1902S	2X	2		@XXL (add $2)			0	Size
32	HD1902T	M			@Medium			0	Size
33	HD1902T	L			@Large			0	Size
34	HD1902T	XL			@XL			0	Size
35	HD1902T	2X	2		@XXL (add $2)			0	Size
36	HE9811L	M			@Medium			0	Size
37	HE9811L	L			@Large			0	Size
38	HE9811L	XL			@XL			0	Size
39	HE9811L	2X	2		@XXL (add $2)			0	Size
40	HE9811T	M			@Medium			0	Size
41	HE9811T	L			@Large			0	Size
42	HE9811T	XL			@XL			0	Size
43	HE9811T	2X	2		@XXL (add $2)			0	Size
44	VF2731L	M			@Medium			0	Size
45	VF2731L	L			@Large			0	Size
46	VF2731L	XL			@XL			0	Size
47	VF2731L	2X	2		@XXL (add $2)			0	Size
48	VF2731T	M			@Medium			0	Size
49	VF2731T	L			@Large			0	Size
50	VF2731T	XL			@XL			0	Size
51	VF2731T	2X	2		@XXL (add $2)			0	Size
52	HE1902	GR			@Green			0	Color
53	HE1902	OR			@Orange			0	Color
54	HE1902	RT			@Rust			0	Color
55	AT8051S	M			@Medium			1	Size
56	AT8051S	L			@Large			1	Size
57	AT8051S	XL			@XL			0	Size
58	AT8051S	2X	2		@XXL (add $2)			0	Size
59	AT8051T	M			@Medium			0	Size
60	AT8051T	L			@Large			0	Size
61	AT8051T	XL			@XL			1	Size
62	AT8051T	2X	2		@XXL (add $2)			1	Size
63	PG7922	6			@Size 6			0	Size
64	PG7922	7			@Size 7			0	Size
65	PG7922	8			@Size 8			0	Size
66	PG7922	9			@Size 9			0	Size
67	PG7922	10			@Size 10			1	Size
68	PG7922	11			@Size 11			1	Size
69	PG7932	6			@Size 6			0	Size
70	PG7932	7			@Size 7			0	Size
71	PG7932	8			@Size 8			0	Size
72	PG7932	9			@Size 9			0	Size
73	PG7932	10			@Size 10			0	Size
74	PG7932	11			@Size 11			0	Size
75	PG4582	6			@Size 6			1	Size
76	PG4582	7			@Size 7			1	Size
77	PG4582	8			@Size 8			1	Size
78	PG4582	9			@Size 9			1	Size
79	PG4582	10			@Size 10			1	Size
80	PG4582	11			@Size 11			1	Size
81	PG5002	6			@Size 6			0	Size
82	PG5002	7			@Size 7			0	Size
83	PG5002	8			@Size 8			0	Size
84	PG5002	9			@Size 9			0	Size
85	PG5002	10			@Size 10			0	Size
86	PG5002	11			@Size 11			0	Size
87	PG7902	6			@Size 6			1	Size
88	PG7902	7			@Size 7			1	Size
89	PG7902	8			@Size 8			1	Size
90	PG7902	9			@Size 9			0	Size
91	PG7902	10			@Size 10			0	Size
92	PG7902	11			@Size 11			1	Size
93	PG7902	12			@Size 12			1	Size
94	PG7912	6			@Size 6			0	Size
95	PG7912	7			@Size 7			0	Size
96	PG7912	8			@Size 8			0	Size
97	PG7912	9			@Size 9			0	Size
98	PG7912	10			@Size 10			0	Size
99	PG7912	11			@Size 11			1	Size
100	PG7912	12			@Size 12			0	Size
101	PJ8742	6			@Size 6			1	Size
102	PJ8742	7			@Size 7			1	Size
103	PJ8742	8			@Size 8			1	Size
104	PJ8742	9			@Size 9			1	Size
105	PJ8742	10			@Size 10			1	Size
106	PJ8742	11			@Size 11			1	Size
107	PJ8732	6			@Size 6			0	Size
108	PJ8732	7			@Size 7			0	Size
109	PJ8732	8			@Size 8			0	Size
110	PJ8732	9			@Size 9			0	Size
111	PJ8732	10			@Size 10			0	Size
112	PJ8732	11			@Size 11			0	Size
113	HA8402	ES			@Espresso			0	Color
114	HA8402	WH			@White			0	Color
115	HA2002	CO			@Cherry Oak			0	Color
116	HA2002	PO			@Plain Oak			0	Color
117	HA2022	CH			@Cherry			0	Color
118	HA2022	PO			@Plain Oak			0	Color
119	HD5171S	M			@Medium			0	Size
120	HD5171S	L			@Large			0	Size
121	HD5171S	XL			@XL			0	Size
122	HD5171S	2X	2		@XXL (add $2)			0	Size
123	HD5171T	M			@Medium			0	Size
124	HD5171T	L			@Large			0	Size
125	HD5171T	XL			@XL			0	Size
126	HD5171T	2X	2		@XXL (add $2)			0	Size
127	HE2721S	M			@Medium			0	Size
128	HE2721S	L			@Large			1	Size
129	HE2721S	XL			@XL			1	Size
130	HE2721S	2X	2		@XXL (add $2)			0	Size
131	HE2721T	M			@Medium			1	Size
132	HE2721T	L			@Large			1	Size
133	HE2721T	XL			@XL			1	Size
134	HE2721T	2X	2		@XXL (add $2)			1	Size
135	AS3901S	M			@Medium		3/22	0	Size
136	AS3901S	L			@Large		3/22	0	Size
137	AS3901S	XL			@XL			0	Size
138	AS3901S	2X	2		@XXL (add $2)			0	Size
139	AS3901T	M			@Medium			0	Size
140	AS3901T	L			@Large			0	Size
141	AS3901T	XL			@XL			0	Size
142	AS3901T	2X	2		@XXL (add $2)			0	Size
143	HE2681S	M			@Medium			0	Size
144	HE2681S	L			@Large			0	Size
145	HE2681S	XL			@XL			0	Size
146	HE2681T	M			@Medium			0	Size
147	HE2681T	L			@Large			0	Size
148	HE2681T	XL			@XL			0	Size
149	HJ2682	5GO	350		@Size 5 Gold (add $350)			1	SizeMetal
150	HJ2682	6GO	350		@Size 6 Gold (add $350)			1	SizeMetal
151	AG3751S	M			@Medium			0	Size
152	AG3751S	L			@Large			0	Size
153	AG3751S	XL			@XL			0	Size
154	AG3751S	2X			@XXL			0	Size
155	AG3751T	M			@Medium			0	Size
156	AG3751T	L			@Large			0	Size
157	AG3751T	XL			@XL			0	Size
158	AG3751T	2X			@XXL			0	Size
159	HB7332	2T			@Children's Size 2T			0	Size
160	HB7332	3T			@Children's Size 3T			0	Size
161	HB7332	4T			@Children's Size 4T			0	Size
162	HB7332	5			@Children's Size 5			0	Size
163	HB7332	6			@Children's Size 6			0	Size
164	HA1612	5			@Size 5			0	Size
165	HA1612	6			@Size 6			0	Size
166	HA1612	7			@Size 7			0	Size
167	HA1612	8			@Size 8			0	Size
168	HA1612	9			@Size 9			0	Size
169	HA1612	10			@Size 10			0	Size
170	HA1612	11			@Size 11			0	Size
171	HA1612	12			@Size 12			0	Size
172	PG5022	5			@Size 5			0	Size
173	PG5022	6			@Size 6			0	Size
174	PG5022	7			@Size 7			0	Size
175	PG5022	8			@Size 8			0	Size
176	PG5022	9			@Size 9			0	Size
177	PG5022	10			@Size 10			0	Size
178	PG5022	11			@Size 11			0	Size
179	PG5022	12			@Size 12			0	Size
180	HA1642	5			@Size 5			0	Size
181	HA1642	6			@Size 6			0	Size
182	HA1642	7			@Size 7			0	Size
183	HA1642	8			@Size 8			0	Size
184	HA1642	9			@Size 9			0	Size
185	HA1642	10			@Size 10			0	Size
186	HA1642	11			@Size 11			0	Size
187	HA1642	12			@Size 12			0	Size
188	HA1622	5			@Size 5			0	Size
189	HA1622	6			@Size 6			0	Size
190	HA1622	7			@Size 7			0	Size
191	HA1622	8			@Size 8			0	Size
192	HA1622	9			@Size 9			1	Size
193	HA1622	10			@Size 10			1	Size
194	HA1622	11			@Size 11			1	Size
195	HA1622	12			@Size 12			0	Size
196	HA1632	5			@Size 5			0	Size
197	HA1632	6			@Size 6			0	Size
198	HA1632	7			@Size 7			0	Size
199	HA1632	8			@Size 8			0	Size
200	HA1632	9			@Size 9			0	Size
201	HA1632	10			@Size 10			0	Size
202	HA1632	11			@Size 11			0	Size
203	HA1632	12			@Size 12			0	Size
204	PG4612	5			@Size 5			1	Size
205	PG4612	6			@Size 6			0	Size
206	PG4612	7			@Size 7			0	Size
207	PG4612	8			@Size 8			0	Size
208	PG4612	9			@Size 9			0	Size
209	PG4612	10			@Size 10			0	Size
210	PG4612	11			@Size 11			0	Size
211	PG4612	12			@Size 12			0	Size
212	AS3471S	M			@Medium			0	Size
213	AS3471S	L			@Large			0	Size
214	AS3471S	XL			@XL			0	Size
215	AS3471S	2X	2		@XXL (add $2)			0	Size
216	AS3471T	M			@Medium			0	Size
217	AS3471T	L			@Large			0	Size
218	AS3471T	XL			@XL			0	Size
219	AS3471T	2X	2		@XXL (add $2)			0	Size
220	HA2522S	M			@Medium			0	Size
221	HA2522S	L			@Large			0	Size
222	HA2522S	XL			@XL			0	Size
223	HA2522S	2X	2		@XXL (add $2)			0	Size
224	HA2522T	M			@Medium			0	Size
225	HA2522T	L			@Large			0	Size
226	HA2522T	XL			@XL			0	Size
227	HA2522T	2X			@XXL			0	Size
228	AV1741S	M			@Medium			0	Size
229	AV1741S	L			@Large			0	Size
230	AV1741S	XL			@XL			0	Size
231	AV1741S	2X	2		@XXL (add $2)			0	Size
232	AV1741T	M			@Medium			0	Size
233	AV1741T	L			@Large			0	Size
234	AV1741T	XL			@XL			0	Size
235	AV1741T	2X	2		@XXL (add $2)			0	Size
236	AV3191H	S			@Small			1	Size
237	AV3191H	M			@Medium			1	Size
238	AV3191H	L			@Large			1	Size
239	AV3191H	XL			@XL			1	Size
240	AV3191T	S			@Small			1	Size
241	AV3191T	M			@Medium			1	Size
242	AV3191T	L			@Large			0	Size
243	AV3191T	XL			@XL			1	Size
244	AV3211L	M			@Medium			0	Size
245	AV3211L	L			@Large			0	Size
246	AV3211L	XL			@XL			0	Size
247	AV3211L	2X	0		@XXL			0	Size
248	AV3211T	M			@Medium			0	Size
249	AV3211T	L			@Large			0	Size
250	AV3211T	XL			@XL			0	Size
251	AV3211T	2X	0		@XXL			0	Size
252	AN8721S	M			@Medium			0	Size
253	AN8721S	L			@Large			0	Size
254	AN8721S	XL			@XL			0	Size
255	AN8721S	2X	2		@XXL (add $2)			0	Size
256	AN8721T	M			@Medium			0	Size
257	AN8721T	L			@Large			0	Size
258	AN8721T	XL			@XL			0	Size
259	AN8721T	2X	2		@XXL (add $2)			0	Size
260	AQ4932S	L			@Large			0	Size
261	AQ4932S	XL			@XL			0	Size
262	AQ4932S	2X			@XXL			0	Size
263	AQ4932T	L			@Large			0	Size
264	AQ4932T	XL			@XL			0	Size
265	AQ4932T	2X	2		@XXL (add $2)			0	Size
266	AQ5012S	2T			@Children's Size 2T			0	Size
267	AQ5012S	3T			@Children's Size 3T			0	Size
268	AQ5012S	4T			@Children's Size 4T			0	Size
269	AN2541S	M			@Medium			1	Size
270	AN2541S	L			@Large			0	Size
271	AN2541S	XL			@XL			0	Size
272	AN2541S	2X	2		@XXL (add $2)			1	Size
273	AN2541T	M			@Medium			1	Size
274	AN2541T	L			@Large			1	Size
275	AN2541T	XL			@XL			1	Size
276	AN2541T	2X	2		@XXL (add $2)			1	Size
277	AU4001H	M			@Medium			0	Size
278	AU4001H	L			@Large			0	Size
279	AU4001H	XL			@XL			0	Size
280	AU4001H	2X	5		@XXL (add $5)			0	Size
281	AU4001S	M			@Medium			0	Size
282	AU4001S	L			@Large			0	Size
283	AU4001S	XL			@XL			0	Size
284	AU4001S	2X	2		@XXL (add $2)			0	Size
285	AU4001T	M			@Medium			0	Size
286	AU4001T	L			@Large			1	Size
287	AU4001T	XL			@XL			0	Size
288	AU4001T	2X	2		@XXL (add $2)			0	Size
289	VD4382S	M			@Medium			0	Size
290	VD4382S	L			@Large			0	Size
291	VD4382S	XL			@XL			0	Size
292	VD4382S	2X	2		@XXL (add $2)			0	Size
293	VD4382T	M			@Medium			0	Size
294	VD4382T	L			@Large			0	Size
295	VD4382T	XL			@XL			0	Size
296	VD4382T	2X	2		@XXL (add $2)			0	Size
297	HD4831T	M			@Medium			0	Size
298	HD4831T	L			@Large			0	Size
299	HD4831T	XL			@XL			0	Size
300	HD4831T	2X	2		@XXL (add $2)			0	Size
301	HD4831	6			@6 Months			0	Size
302	HD4831	12			@12 Months			0	Size
303	HD4831	18			@18 Months			0	Size
304	HD4831	24			@24 Months			0	Size
305	HD4831	2T			@Child's Size 2T			0	Size
306	HD4831	4T			@Child's Size 4T			0	Size
307	HD4831	S			@Small			0	Size
308	HD4831	M			@Medium			0	Size
309	HD4831	L			@Large			0	Size
310	AQ5012T	2T			@Children's Size 2T			0	Size
311	AQ5012T	3T			@Children's Size 3T			0	Size
312	AQ5012T	4T			@Children's Size 4T			0	Size
313	HC5101L	M			@Medium			0	Size
314	HC5101L	L			@Large			0	Size
315	HC5101L	XL			@XL			0	Size
316	HC5101L	2X	2		@XXL (add $2)			0	Size
317	HC5101T	M			@Medium			0	Size
318	HC5101T	L			@Large			0	Size
319	HC5101T	XL			@XL			0	Size
320	HC5101T	2X	2		@XXL (add $2)			0	Size
321	AP5821S	M			@Medium			0	Size
322	AP5821S	L			@Large			0	Size
323	AP5821S	XL			@XL			0	Size
324	AP5821S	2X	2		@XXL (add $2)			0	Size
325	AP5821T	M			@Medium			0	Size
326	AP5821T	L			@Large			0	Size
327	AP5821T	XL			@XL			0	Size
328	AP5821T	2X	2		@XXL (add $2)			0	Size
329	AP6461S	M			@Medium			0	Size
330	AP6461S	L			@Large			0	Size
331	AP6461S	XL			@XL			0	Size
332	AP6461S	2X	2		@XXL (add $2)			0	Size
333	AP6461T	M			@Medium			0	Size
334	AP6461T	L			@Large			0	Size
335	AP6461T	XL			@XL			0	Size
336	AP6461T	2X	2		@XXL (add $2)			0	Size
337	HB2242S	M			@Medium			0	Size
338	HB2242S	L			@Large			0	Size
339	HB2242S	XL			@XL			0	Size
340	HB2242S	2X	5		@XXL (add $5)			0	Size
341	HB2242T	M			@Medium			0	Size
342	HB2242T	L			@Large			0	Size
343	HB2242T	XL			@XL			0	Size
344	HB2242T	2X	2		@XXL (add $2)			0	Size
345	AP5351S	M			@Medium			0	Size
346	AP5351S	L			@Large			0	Size
347	AP5351S	XL			@XL			0	Size
348	AP5351S	2X	2		@XXL (add $2)			0	Size
349	AP5351T	M			@Medium			0	Size
350	AP5351T	L			@Large			0	Size
351	AP5351T	XL			@XL			0	Size
352	AP5351T	2X	2		@XXL (add $2)			0	Size
353	HA2512S	M			@Medium			0	Size
354	HA2512S	L			@Large			0	Size
355	HA2512S	XL			@XL			0	Size
356	HA2512S	2X	2		@XXL (add $2)			0	Size
357	HA2512T	M			@Medium			0	Size
358	HA2512T	L			@Large			0	Size
359	HA2512T	XL			@XL			0	Size
360	HA2512T	2X	2		@XXL (add $2)			0	Size
361	GC9999	10			@$10 Gift Certificate			0	GiftCert
362	GC9999	15	5		@$15 Gift Certificate (add $5)			0	GiftCert
363	GC9999	20	10		@$20 Gift Certificate (add $10)			0	GiftCert
364	GC9999	25	15		@$25 Gift Certificate (add $15)			0	GiftCert
365	GC9999	30	20		@$30 Gift Certificate (add $20)			0	GiftCert
366	GC9999	35	25		@$35 Gift Certificate (add $25)			0	GiftCert
367	GC9999	40	30		@$40 Gift Certificate (add $30)			0	GiftCert
368	GC9999	45	35		@$45 Gift Certificate (add $35)			0	GiftCert
369	GC9999	50	40		@$50 Gift Certificate (add $40)			0	GiftCert
370	GC9999	55	45		@$55 Gift Certificate (add $45)			0	GiftCert
371	GC9999	60	50		@$60 Gift Certificate (add $50)			0	GiftCert
372	GC9999	65	55		@$65 Gift Certificate (add $55)			0	GiftCert
373	GC9999	70	60		@$70 Gift Certificate (add $60)			0	GiftCert
374	GC9999	75	65		@$75 Gift Certificate (add $65)			0	GiftCert
375	GC9999	80	70		@$80 Gift Certificate (add $70)			0	GiftCert
376	GC9999	85	75		@$85 Gift Certificate (add $75)			0	GiftCert
377	GC9999	90	80		@$90 Gift Certificate (add $80)			0	GiftCert
378	GC9999	95	85		@$95 Gift Certificate (add $85)			0	GiftCert
379	GC9999	100	90		@$100 Gift Certificate (add $90)			0	GiftCert
380	GC9999	125	115		@$125 Gift Certificate (add $115)			0	GiftCert
381	GC9999	150	140		@$150 Gift Certificate (add $140)			0	GiftCert
382	GC9999	175	165		@$175 Gift Certificate (add $165)			0	GiftCert
383	GC9999	200	190		@$200 Gift Certificate (add $190)			0	GiftCert
384	GC9999	250	240		@$250 Gift Certificate (add $240)			0	GiftCert
385	VC4291S	M			@Medium			0	Size
386	VC4291S	L			@Large			1	Size
387	VC4291S	XL			@XL			0	Size
388	VC4291S	2X	2		@XXL (add $2)			0	Size
389	VC4301S	M			@Medium			1	Size
390	VC4301S	L			@Large			1	Size
391	VC4301S	XL			@XL			1	Size
392	VC4301S	2X	2		@XXL (add $2)			1	Size
393	VC4311S	M			@Medium			0	Size
394	VC4311S	L			@Large			1	Size
395	VC4311S	XL			@XL			1	Size
396	VC4311S	2X	2		@XXL (add $2)			0	Size
397	VC4291T	M			@Medium			1	Size
398	VC4291T	L			@Large			1	Size
399	VC4291T	XL			@XL			1	Size
400	VC4291T	2X	2		@XXL (add $2)			1	Size
401	VC4301T	M			@Medium			1	Size
402	VC4301T	L			@Large			1	Size
403	VC4301T	XL			@XL			1	Size
404	VC4301T	2X	2		@XXL (add $2)			1	Size
405	VC4311T	M			@Medium			0	Size
406	VC4311T	L			@Large			1	Size
407	VC4311T	XL			@XL			1	Size
408	VC4311T	2X	2		@XXL (add $2)			0	Size
409	HE5732	2T			@2T			0	Size
410	HE5732	3T			@3T			0	Size
411	HE5732	4T			@4T			0	Size
412	HE5732	5T	5		@5T (add $5)			0	Size
413	HE5732	6T	5		@6T (add $5)			0	Size
414	HE5732	7T	5		@7T (add $5)			0	Size
415	HE5732	8T	5		@8T (add $5)			0	Size
416	HE7632	SL			@Silver			0	Metal
417	HE7632	GD	718.05		@Gold ($798.00)			0	Metal
418	HE7722	SL			@Silver			0	Metal
419	HE7722	GD	260		@Gold ($299.98)			0	Metal
420	HF4942	6M			@6 Months			0	Size
421	HF4942	12			@12 Months			0	Size
422	HF4942	18			@18 Months			0	Size
423	HF4942	24			@24 Months			0	Size
424	HF4632	6			@Size 6			1	Size
425	HF4632	7			@Size 7			1	Size
426	HF4632	8			@Size 8			1	Size
427	HF4632	9			@Size 9			1	Size
428	HF4632	10			@Size 10			1	Size
429	HF3122	2/3			@XS 2/3			1	Size
430	HF3122	4/6			@S 4/6			0	Size
431	HF3122	6/8			@M 6/8			1	Size
432	HF3122	8/10			@L 8/10			1	Size
433	HF3122	12/14			@XL 12/14			1	Size
434	HF3132	S			@Small			0	Size
435	HF3132	L			@Large			0	Size
436	HF3482	S			@Small			0	Size
437	HF3482	M			@Medium			0	Size
438	HF3482	L			@Large			0	Size
439	HF3482	XL			@XL			0	Size
440	HF3482	1X	10		@1X (add $10)			0	Size
441	HF3482	2X	10		@2X(add $10)			0	Size
442	HF3482	3X	10		@3X(add $10)			0	Size
443	HF4332	6			@Size 6			1	Size
444	HF4332	7			@Size 7			1	Size
445	HF4332	8			@Size 8			1	Size
446	HF4332	9			@Size 9			1	Size
447	HF4332	10			@Size 10			0	Size
448	PQ5292	AT			@America			0	CountryRegion
449	PQ5292	AU			@Canada			0	CountryRegion
450	PQ5292	AV			@England			0	CountryRegion
451	PQ5292	AW			@France			0	CountryRegion
452	PQ5292	AX			@Ireland			0	CountryRegion
453	PQ5292	AY			@Israel			0	CountryRegion
454	PQ5292	AZ			@Italy			0	CountryRegion
455	PQ5312	AA			@Alabama			1	State
456	PQ5312	AB			@Arizona			1	State
457	PQ5312	AC			@Arkansas			1	State
458	PQ5312	AD			@California			1	State
459	PQ5312	AE			@Colorado			1	State
460	PQ5312	AF			@Connecticut			1	State
461	PQ5312	AG			@Delaware			1	State
462	PQ5312	AH			@Florida			1	State
463	PQ5312	AI			@Georgia			1	State
464	PQ5312	AJ			@Idaho			1	State
465	PQ5312	AK			@Illinois			1	State
466	PQ5312	AL			@Indiana			1	State
467	PQ5312	AM			@Iowa			1	State
468	PQ5312	AN			@Kansas			1	State
469	PQ5312	AO			@Kentucky			1	State
470	PQ5312	AP			@Louisiana			1	State
471	PQ5312	AQ			@Maine			1	State
472	PQ5312	AR			@Maryland			1	State
473	PQ5312	AS			@Massachusetts			1	State
474	PQ5312	AT			@Michigan			1	State
475	PQ5312	AU			@Minnesota			1	State
476	PQ5312	AV			@Mississippi			1	State
477	PQ5312	AW			@Missouri			1	State
478	PQ5312	AX			@Montana			1	State
479	PQ5312	AY			@Nebraska			1	State
480	PQ5312	AZ			@Nevada			1	State
481	PQ5312	BA			@New Hampshire			1	State
482	PQ5312	BB			@New Jersey			1	State
483	PQ5312	BC			@New Mexico			1	State
484	PQ5312	BD			@New York			1	State
485	PQ5312	BE			@North Carolina			1	State
486	PQ5312	BF			@North Dakota			1	State
487	PQ5312	BG			@Ohio			1	State
488	PQ5312	BH			@Oklahoma			1	State
489	PQ5312	BI			@Oregon			1	State
490	PQ5312	BJ			@Pennsylvania			1	State
491	PQ5312	BK			@Rhode Island			1	State
492	PQ5312	BL			@South Carolina			1	State
493	PQ5312	BM			@South Dakota			1	State
494	PQ5312	BN			@Tennessee			1	State
495	PQ5312	BO			@Texas			1	State
496	PQ5312	BP			@Utah			1	State
497	PQ5312	BQ			@Vermont			1	State
498	PQ5312	BR			@Virginia			1	State
499	PQ5312	BS			@Washington			1	State
500	PQ5312	BU			@West Virginia			1	State
501	PQ5312	BV			@Wisconsin			1	State
502	PQ5312	BW			@Wyoming			1	State
503	PQ5312	BX			@Alaska			1	State
504	PQ5312	BY			@Hawaii			1	State
505	HF7765	6			@Size 6			0	Size
506	HF7765	7			@Size 7			0	Size
507	HF7765	8			@Size 8			0	Size
508	HF7765	9			@Size 9			0	Size
509	HF7765	10			@Size 10			0	Size
510	HF7912	GD	749.05		@Gold ($799)			0	Metal
511	HF7912	SL			@Silver			1	Metal
512	HF6951S	M			@Medium			0	Size
513	HF6951S	L			@Large			0	Size
514	HF6951S	XL			@XL			0	Size
515	HF6951S	2X	2		@XXL (add $2)			1	Size
516	HF6951T	M			@Medium			0	Size
517	HF6951T	L			@Large			0	Size
518	HF6951T	XL			@XL			0	Size
519	HF6951T	2X	2		@XXL (add $2)			1	Size
520	HF6961S	M			@Medium			0	Size
521	HF6961S	L			@Large			0	Size
522	HF6961S	XL			@XL			0	Size
523	HF6961S	2X	2		@XXL (add $2)			0	Size
524	HF6961T	M			@Medium			0	Size
525	HF6961T	L			@Large			0	Size
526	HF6961T	XL			@XL			0	Size
527	HF6961T	2X	2		@XXL (add $2)			0	Size
528	VD2071S	M			@Medium			0	Size
529	VD2071S	L			@Large			0	Size
530	VD2071S	XL			@XL			0	Size
531	VD2071S	2X	2		@XXL (add $2)			0	Size
532	VD2071T	M			@Medium			0	Size
533	VD2071T	L			@Large			0	Size
534	VD2071T	XL			@XL			0	Size
535	VD2071T	2X	2		@XXL (add $2)			0	Size
536	HG2182H	S			@Small			1	Size
537	HG2182H	M			@Medium			1	Size
538	HG2182H	L			@Large			1	Size
539	HG2182H	XL			@XL			1	Size
540	HG2182H	2X			@2X			0	Size
541	HG3401S	M			@Medium			1	Size
542	HG3401S	L			@Large			1	Size
543	HG3401S	XL			@XL			1	Size
544	HJ2682	7GO	350		@Size 7 Gold (add $350)			0	SizeMetal
545	HG3401T	M			@Medium			1	Size
546	HG3401T	L			@Large			1	Size
547	HG3401T	XL			@XL			1	Size
548	HJ2682	8GO	350		@Size 8 Gold (add $350)			0	SizeMetal
549	HG3411S	M			@Medium			1	Size
550	HG3411S	L			@Large			1	Size
551	HG3411S	XL			@XL			1	Size
552	HJ2682	9GO	350		@Size 9 Gold (add $350)			0	SizeMetal
553	HG3411T	M			@Medium			1	Size
554	HG3411T	L			@Large			1	Size
555	HG3411T	XL			@XL			1	Size
556	HJ2682	10GO	350		@Size 10 Gold (add $350)			1	SizeMetal
557	HG1362	12			@12 months			0	Size
558	HG1362	18			@18 months			0	Size
559	HG1362	24			@24 months			0	Size
560	HG1362	6M			@6 months			0	Size
561	HG1372	12			@12 months			0	Size
562	HG1372	18			@18 months			0	Size
563	HG1372	24			@24 months			0	Size
564	HG1372	6M			@6 months			0	Size
565	HG3762	S2X			@Medium			0	Size
566	HG3762	SL			@Large			0	Size
567	HG3762	SM			@XL			0	Size
568	HG3762	SXL	0		@2X			0	Size
569	HG3762T	M			@Medium			0	Size
570	HG3762T	L			@Large			1	Size
571	HG3762T	XL			@XL			0	Size
572	HG3762T	2X	0		@2X			0	Size
573	HG1421S	M			@Medium			1	Size
574	HG1421S	L			@Large			1	Size
575	HG1421S	XL			@XL			1	Size
576	HG1421S	2X	2		@2X (add $2)			1	Size
577	HG1421T	M			@Medium			1	Size
578	HG1421T	L			@Large			1	Size
579	HG1421T	XL			@XL			1	Size
580	HG1421T	2X	2		@2X (add $2)			0	Size
581	HG1162	S2X			@Small			0	Size
582	HG1162	SL			@Medium			1	Size
583	HG1162	SM			@Large			1	Size
584	HG1162	SS			@XL			1	Size
585	HG1162	SXL			@2X			1	Size
586	HG1162T	S			@Small			1	Size
587	HG1162T	M			@Medium			1	Size
588	HG1162T	L			@Large			1	Size
589	HG1162T	XL			@XL			1	Size
590	HG1162T	2X			@2X			1	Size
591	HG3772S	M			@Medium			0	Size
592	HG3772S	L			@Large			0	Size
593	HG3772S	XL			@XL			0	Size
594	HG3772S	2X			@2X			0	Size
595	HG3772T	M			@Medium			0	Size
596	HG3772T	L			@Large			0	Size
597	HG3772T	XL			@XL			0	Size
598	HG3772T	2X			@2X			0	Size
599	HG3782S	M			@Medium			0	Size
600	HG3782S	L			@Large			0	Size
601	HG3782S	XL			@XL			0	Size
602	HG3782S	2X	0		@2X			0	Size
603	HG3782T	M			@Medium			0	Size
604	HG3782T	L			@Large			0	Size
605	HG3782T	XL			@XL			0	Size
606	HG3782T	2X	0		@2X			0	Size
607	HG8561S	M	0		@Medium			0	Size
608	HG8561S	L	0		@Large			0	Size
609	HG8561S	XL	0		@XL			0	Size
610	HG8561S	2X	2		@XXL (add $2)			0	Size
611	HG8561T	M	0		@Medium			0	Size
612	HG8561T	L	0		@Large			0	Size
613	HG8561T	XL	0		@XL			0	Size
614	HG8561T	2X	2		@XXL (add $2)			0	Size
615	HG7302	AW	0		@Antique Oak			0	Color
616	HG7302	CH	0		@Cherry			0	Color
617	HG8472	BU	0		@Blue			0	Color
618	HG8472	PK	0		@Pink			0	Color
619	HG8472	YL	0		@Yellow			0	Color
620	HG5952	2T	0		@2T			0	Size
621	HG5952	3T	0		@3T			1	Size
622	HG5952	4T	0		@4T			1	Size
623	HG5952	5T	0		@Size 5			1	Size
624	HG5952	6T	0		@Size 6			1	Size
625	HG5942	2T	0		@2T			1	Size
626	HG5942	3T	0		@3T			1	Size
627	HG5942	4T	0		@4T			0	Size
628	HG5942	5T	0		@Size 5			0	Size
629	HG5942	6T	0		@Size 6			0	Size
630	HG8621BL	LS	2		@Small Long-Sleeve T-Shirt (add $2)			0	SizeGarment
631	HG8621BL	LM	2		@Medium Long-Sleeve T-Shirt (add $2)			0	SizeGarment
632	HG8621BL	LL	2		@Large Long-Sleeve T-Shirt (add $2)			0	SizeGarment
