id	sku	code	pricemod	weightmod	description	offering	backorder	notstocked	tabletype
1404	HJ2601T	2X	2		@XXL (add $2)			1	Size
1405	HJ3061S	M			@Medium			0	Size
1406	HJ3061S	L			@Large			1	Size
1407	HJ3061S	XL			@XL			1	Size
1408	HJ3061S	2X	2		@XXL (add $2)			1	Size
1409	HJ3061T	M			@Medium			1	Size
1410	HJ3061T	L			@Large			0	Size
1411	HJ3061T	XL			@XL			1	Size
1412	HJ3061T	2X	2		@XXL (add $2)			0	Size
1413	HJ3792	S			@Small			1	Size
1414	HJ3792	M			@Medium			1	Size
1415	HJ3792	L			@Large			1	Size
1416	HJ3792	XL			@XL			1	Size
1417	HJ3792	1X	10		@1X (add $10)			0	Size
1418	HJ3792	2X	10		@XXL (add $10)			1	Size
1419	HJ3792	3X	10		@3X (add $10)			1	Size
1420	HJ2252S	M			@Medium			0	Size
1421	HJ2252S	L			@Large			0	Size
1422	HJ2252S	XL			@XL			0	Size
1423	HJ2252S	2X	2		@XXL (add $2)			0	Size
1424	HJ2252T	M			@Medium			0	Size
1425	HJ2252T	L			@Large			0	Size
1426	HJ2252T	XL			@XL			0	Size
1427	HJ2252T	2X			@XXL			0	Size
1428	HJ2992S	M			@Medium			1	Size
1429	HJ2992S	L			@Large			1	Size
1430	HJ2992S	XL			@XL			1	Size
1431	HJ2992S	2X	3		@XXL (add $3)			0	Size
1432	HJ2992T	M			@Medium			1	Size
1433	HJ2992T	L			@Large			1	Size
1434	HJ2992T	XL			@XL			1	Size
1435	HJ2992T	2X	2		@XXL (add $2)			1	Size
1436	HJ3071S	M			@Medium			1	Size
1437	HJ3071S	L			@Large			1	Size
1438	HJ3071S	XL			@XL			1	Size
1439	HJ3071S	2X	2		@XXL (add $2)			0	Size
1440	HJ3071T	M			@Medium			1	Size
1441	HJ3071T	L			@Large			1	Size
1442	HJ3071T	XL			@XL			1	Size
1443	HJ3071T	2X	2		@XXL (add $2)			1	Size
1444	HJ3082	BG			@Beagle			0	DogBreed
1445	HJ3082	BL			@Black Lab			0	DogBreed
1446	HJ3082	BX			@Boxer			0	DogBreed
1447	HJ3082	CH			@Chow			0	DogBreed
1448	HJ3082	DC			@Daschund			0	DogBreed
1449	HJ3082	GR			@Golden Retriever			0	DogBreed
1450	HJ3082	GS			@German Shepherd			0	DogBreed
1451	HJ3082	SN			@Schnauzer			0	DogBreed
1452	HJ3082	YK			@Yorkie			0	DogBreed
1453	HJ3082	YL			@Yellow Lab			0	DogBreed
1454	HJ3772	S			@Small			0	Size
1455	HJ3772	M			@Medium			1	Size
1456	HJ3772	L			@Large			1	Size
1457	HJ3772	XL			@XL			1	Size
1458	HJ3772	1X			@1X			0	Size
1459	HJ3772	2X			@XXL			0	Size
1460	HJ3772	3X			@3X			0	Size
1461	HJ3352	FA			@Faith			0	Sentiment
1462	HJ3352	FR			@Friendship			0	Sentiment
1463	HJ3352	HO			@Hope			0	Sentiment
1464	HJ3352	JO			@Journey			0	Sentiment
1465	HJ3352	PE			@Peace			0	Sentiment
1466	HJ3352	SU			@Success			0	Sentiment
1467	HJ3352	WI			@Wish			0	Sentiment
1468	HJ4322	060BL			@Size 6 Black			0	SizeColor
1469	HJ4322	065BL			@Size 6.5 Black			0	SizeColor
1470	HJ4322	070BL			@Size 7 Black			0	SizeColor
1471	HJ4322	075BL			@Size 7.5 Black			0	SizeColor
1472	HJ4322	080BL			@Size 8 Black			0	SizeColor
1473	HJ4322	085BL			@Size 8.5 Black			0	SizeColor
1474	HJ4322	090BL			@Size 9 Black			0	SizeColor
1475	HJ4322	095BL			@Size 9.5 Black			0	SizeColor
1476	HJ4322	100BL			@Size 10 Black			0	SizeColor
1477	HJ4322	110BL			@Size 11 Black			0	SizeColor
1478	HJ4322	060BR			@Size 6 Brown			0	SizeColor
1479	HJ4322	065BR			@Size 6.5 Brown			0	SizeColor
1480	HJ4322	070BR			@Size 7 Brown			0	SizeColor
1481	HJ4322	075BR			@Size 7.5 Brown			0	SizeColor
1482	HJ4322	080BR			@Size 8 Brown			0	SizeColor
1483	HJ4322	085BR			@Size 8.5 Brown			0	SizeColor
1484	HJ4322	090BR			@Size 9 Brown			0	SizeColor
1485	HJ4322	095BR			@Size 9.5 Brown			0	SizeColor
1486	HJ4322	100BR			@Size 10 Brown			0	SizeColor
1487	HJ4322	110BR			@Size 11 Brown			0	SizeColor
1488	HJ4002	S			@Small			0	Size
1489	HJ4002	M			@Medium			0	Size
1490	HJ4002	L			@Large			0	Size
1491	HJ4002	XL			@XL			0	Size
1492	HJ3692	S			@Small			0	Size
1493	HJ3692	M			@Medium			0	Size
1494	HJ3692	L			@Large			0	Size
1495	HJ3692	XL			@XL			0	Size
1496	HJ3692	2X			@XXL			0	Size
1497	HJ2682	5SI			@Size 5 Silver			1	SizeMetal
1498	HJ2682	6SI			@Size 6 Silver			1	SizeMetal
1499	HJ2682	7SI			@Size 7 Silver			1	SizeMetal
1500	HJ2682	8SI			@Size 8 Silver			1	SizeMetal
1501	HJ2682	9SI			@Size 9 Silver			1	SizeMetal
1502	HJ2682	10SI			@Size 10 Silver			1	SizeMetal
1503	HJ6624	FQ	15		@Full/Queen (add $15)			0	Size
1504	HJ6624	KG	20		@King (add $20)			0	Size
1505	HK3292	1X			@1X			1	Size
1506	HK3292	2X			@XXL			1	Size
1507	HK3292	3X			@3X			0	Size
1508	HJ1471S	2X			@XXL			1	Size
1509	HJ3812	SBL			@Small Black			0	SizeColor
1510	HJ3812	MBL			@Medium Black			0	SizeColor
1511	HJ3812	LBL			@Large Black			0	SizeColor
1512	HJ3812	XLBL			@XL Black			0	SizeColor
1513	HJ3812	SGR			@Small Celadon			0	SizeColor
1514	HJ3812	MGR			@Medium Celadon			0	SizeColor
1515	HJ3812	LGR			@Large Celadon			0	SizeColor
1516	HJ3812	XLGR			@XL Celadon			0	SizeColor
1517	HJ3702	SPK			@Small Pink			1	SizeColor
1518	HJ3702	MPK			@Medium Pink			0	SizeColor
1519	HJ3702	LPK			@Large Pink			0	SizeColor
1520	HJ3702	XLPK			@XL Pink			0	SizeColor
1521	HJ3702	2XPK			@2X Pink			0	SizeColor
1522	HJ3702	SLG			@Small Light Green			1	SizeColor
1523	HJ3702	MLG			@Medium Light Green			0	SizeColor
1524	HJ3702	LLG			@Large Light Green			0	SizeColor
1525	HJ3702	XLLG			@XL Light Green			0	SizeColor
1526	HJ3702	2XLG			@2X Light Green			0	SizeColor
1527	HJ3662	SCH			@Small Pewter			0	SizeColor
1528	HJ3662	MCH			@Medium Pewter			0	SizeColor
1529	HJ3662	LCH			@Large Pewter			0	SizeColor
1530	HJ3662	XLCH			@XL Pewter			0	SizeColor
1531	HJ3662	1XCH	10		@1X Pewter (add $10)			0	SizeColor
1532	HJ3662	2XCH	10		@2X Pewter (add $10)			0	SizeColor
1533	HJ3662	STE			@Small Azure			0	SizeColor
1534	HJ3662	MTE			@Medium Azure			0	SizeColor
1535	HJ3662	LTE			@Large Azure			0	SizeColor
1536	HJ3662	XLTE			@XL Azure			0	SizeColor
1537	HJ3662	1XTE	10		@1X Azure (add $10)			0	SizeColor
1538	HJ3662	2XTE	10		@2X Azure (add $10)			0	SizeColor
1539	HJ3662	SWH			@Small White			0	SizeColor
1540	HJ3662	MWH			@Medium White			0	SizeColor
1541	HJ3662	LWH			@Large White			0	SizeColor
1542	HJ3662	XLWH			@XL White			0	SizeColor
1543	HJ3662	1XWH	10		@1X White (add $10)			0	SizeColor
1544	HJ3662	2XWH	10		@2X White (add $10)			0	SizeColor
1545	HJ3832	S			@Small			0	Size
1546	HJ3832	M			@Medium			0	Size
1547	HJ3832	L			@Large			0	Size
1548	HJ3832	XL			@XL			0	Size
1549	HJ3832	1X	20		@1X (add $20)			0	Size
1550	HJ3832	2X	20		@XXL (add $20)			0	Size
1551	HJ3832	3X	20		@3X (add $20)			0	Size
1552	HJ3752	S			@Small			0	Size
1553	HJ3752	M			@Medium			1	Size
1554	HJ3752	L			@Large			1	Size
1555	HJ3752	XL			@XL			1	Size
1556	HJ3752	1X	5		@1X (add $5)			1	Size
1557	HJ3752	2X	5		@XXL (add $5)			1	Size
1558	HJ3752	3X	5		@3X (add $5)			1	Size
1559	HJ3652	SNA			@Small			1	Size
1560	HJ3652	MNA			@Medium			1	Size
1561	HJ3652	LNA			@Large			1	Size
1562	HJ3652	XLNA			@XL			1	Size
1563	HJ3652	1XNA	10		@1X (add $10)			1	Size
1564	HJ3652	2XNA	10		@2X (add $10)			1	Size
1565	HJ3762	S			@Small			1	Size
1566	HJ3762	M			@Medium			0	Size
1567	HJ3762	L			@Large			1	Size
1568	HJ3762	XL			@XL			1	Size
1569	HJ3762	1X	5		@1X (add $5)			1	Size
1570	HJ3762	2X	5		@XXL (add $5)			0	Size
1571	HJ1976	6			@Size 6			0	Size
1572	HJ1976	7			@Size 7			0	Size
1573	HJ1976	8			@Size 8			0	Size
1574	HJ1976	9			@Size 9			0	Size
1575	HJ1976	10			@Size 10			0	Size
1576	HJ3582	M			@Medium			0	Size
1577	HJ3582	L			@Large			0	Size
1578	HJ3582	XL			@XL			0	Size
1579	HJ1471T	2X			@XXL			1	Size
1580	HK3342	1X			@1X			0	Size
1581	HK3342	2X			@XXL			0	Size
1582	HJ3622	L			@Large			1	Size
1583	HJ3622	M			@Medium			1	Size
1584	HJ3622	S			@Small			1	Size
1585	HJ3622	XL			@XL			1	Size
1586	HJ3802	SM			@S/M			0	Size
1587	HJ3802	ML			@M/L			0	Size
1588	HJ3802	LX			@L/XL			0	Size
1589	HJ3862	S			@Small			1	Size
1590	HJ3862	M			@Medium			1	Size
1591	HJ3862	L			@Large			1	Size
1592	HJ3862	XL			@XL			1	Size
1593	HJ3862	1X	10		@1X (add $10)			1	Size
1594	HJ3862	2X	10		@XXL (add $10)			1	Size
1595	HJ3862	3X	10		@3X (add $10)			1	Size
1596	HJ2982S	M			@Medium			0	Size
1597	HJ2982S	L			@Large			0	Size
1598	HJ2982S	XL			@XL			0	Size
1599	HJ2982S	2X	3		@XXL (add $3)			0	Size
1600	HJ2982T	M			@Medium			0	Size
1601	HJ2982T	L			@Large			0	Size
1602	HJ2982T	XL			@XL			0	Size
1603	HJ2982T	2X	2		@XXL (add $2)			0	Size
1604	HJ3592	SMBL			@S/M Black			0	SizeColor
1605	HJ3592	LXBL			@L/XL Black			0	SizeColor
1606	HJ3592	2XBL			@2X Black			0	SizeColor
1607	HJ3592	SMBR			@S/M Brown			0	SizeColor
1608	HJ3592	LXBR			@L/XL Brown			0	SizeColor
1609	HJ3592	2XBR			@2X Brown			0	SizeColor
1610	HJ3592	SMIV			@S/M White			0	SizeColor
1611	HJ3592	LXIV			@L/XL White			0	SizeColor
1612	HJ3592	2XIV			@2X White			0	SizeColor
1613	VG9512	S			@Small			1	Size
1614	VG9512	M			@Medium			0	Size
1615	VG9512	L			@Large			1	Size
1616	VG9512	XL			@XL			1	Size
1617	HJ4998S	M			@Medium			0	Size
1618	HJ4998S	L			@Large			0	Size
1619	HJ4998S	XL			@XL			0	Size
1620	HJ4998S	2X	2		@XXL (add $2)			0	Size
1621	BWTTPH	M			@Medium			0	Size
1622	BWTTPH	L			@Large			0	Size
1623	BWTTPH	XL			@XL			0	Size
1624	BWTTPH	2X	2		@XXL (add $2)			0	Size
1625	HJ4998L	M			@Medium			0	Size
1626	HJ4998L	L			@Large			0	Size
1627	HJ4998L	XL			@XL			0	Size
1628	HJ4998L	2X	2		@XXL (add $2)			0	Size
1629	HJ4998T	M			@Medium			0	Size
1630	HJ4998T	L			@Large			0	Size
1631	HJ4998T	XL			@XL			0	Size
1632	HJ4998T	2X	2		@XXL (add $2)			0	Size
1633	HJ4998C	S			@Small			0	Size
1634	HJ4998C	M			@Medium			0	Size
1635	HJ4998C	L			@Large			0	Size
1636	HJ4998K	S			@Small			0	Size
1637	HJ4998K	M			@Medium			0	Size
1638	HJ4998K	L			@Large			0	Size
1639	HJ4998D	2T			@Child's 2T			0	Size
1640	HJ4998D	4T			@Child's 4T			0	Size
1641	HJ4998N	2T			@Child's 2T			0	Size
1642	HJ4998N	4T			@Child's 4T			0	Size
1643	HJ4998V	6			@6 Months			0	Size
1644	HJ4998V	12			@12 Months			0	Size
1645	HJ4998V	18			@18 Months			0	Size
1646	HJ4998V	24			@24 Months			0	Size
1647	BBHNJR	S			@Small			0	Size
1648	BBHNJR	M			@Medium			0	Size
1649	BBHNJR	L			@Large			0	Size
1650	BBHNJR	XL			@XL			0	Size
1651	BBHNJR	2X	2		@XXL (add $2)			0	Size
1652	BBHNCR	S			@Youth Small			0	Size
1653	BBHNCR	M			@Youth Medium			0	Size
1654	BBHNCR	L			@Youth Large			0	Size
1655	VG4271L	M			@Medium			0	Size
1656	VG4271L	L			@Large			0	Size
1657	VG4271L	XL			@XL			0	Size
1658	VG4271L	2X	2		@2X (add $2)			0	Size
1659	VG4271T	M			@Medium			0	Size
1660	VG4271T	L			@Large			0	Size
1661	VG4271T	XL			@XL			0	Size
1662	VG4271T	2X	2		@2X (add $2)			0	Size
1663	VG4271S	M			@Medium			0	Size
1664	VG4271S	L			@Large			0	Size
1665	VG4271S	XL			@XL			0	Size
1666	VG4271S	2X	2		@2X (add $2)			0	Size
1667	VG4271H	M			@Medium			0	Size
1668	VG4271H	L			@Large			0	Size
1669	VG4271H	XL			@XL			0	Size
1670	VG4271H	2X	2		@2X (add $2)			0	Size
1671	BWHTS9	M			@Medium			0	Size
1672	BWHTS9	L			@Large			0	Size
1673	BWHTS9	XL			@XL			0	Size
1674	BWHTS9	2X	2		@2X (add $2)			0	Size
1675	BWHTLS	M			@Medium			0	Size
1676	BWHTLS	L			@Large			0	Size
1677	BWHTLS	XL			@XL			0	Size
1678	BWHTLS	2X	2		@2X (add $2)			0	Size
1679	BWHTTE	M			@Medium			0	Size
1680	BWHTTE	L			@Large			0	Size
1681	BWHTTE	XL			@XL			0	Size
1682	BWHTTE	2X	2		@2X (add $2)			0	Size
1683	BWHTCS	S			@Small			0	Size
1684	BWHTCS	M			@Medium			0	Size
1685	BWHTCS	L			@Large			0	Size
1686	BWHTCT	S			@Small			0	Size
1687	BWHTCT	M			@Medium			0	Size
1688	BWHTCT	L			@Large			0	Size
1689	BWHTSD	2T			@2T			0	Size
1690	BWHTSD	4T			@4T			0	Size
1691	BWHTTD	2T			@2T			0	Size
1692	BWHTTD	4T			@4T			0	Size
1693	BWHTCR	6			@6 month			0	Size
1694	BWHTCR	12			@12 month			0	Size
1695	BWHTCR	18			@18 month			0	Size
1696	BWHTCR	24			@24 month			0	Size
1697	BWHTLD	S			@Small			0	Size
1698	BWHTLD	M			@Medium			0	Size
1699	BWHTLD	L			@Large			0	Size
1700	BWHTLD	XL			@XL			0	Size
1701	BWHTLD	2X	2		@2X (add $2)			0	Size
1702	BWHTLL	S			@Small			0	Size
1703	BWHTLL	M			@Medium			0	Size
1704	BWHTLL	L			@Large			0	Size
1705	BWHTLL	XL			@XL			0	Size
1706	BWHTLL	2X	2		@2X (add $2)			0	Size
1707	HJ5078S	M			@Medium			0	Size
1708	HJ5078S	L			@Large			0	Size
1709	HJ5078S	XL			@XL			0	Size
1710	HJ5078S	2X	2		@2X (add $2)			0	Size
1711	HJ5078L	M			@Medium			0	Size
1712	HJ5078L	L			@Large			0	Size
1713	HJ5078L	XL			@XL			0	Size
1714	HJ5078L	2X	2		@2X (add $2)			0	Size
1715	HJ5078T	M			@Medium			0	Size
1716	HJ5078T	L			@Large			0	Size
1717	HJ5078T	XL			@XL			0	Size
1718	HJ5078T	2X	2		@2X (add $2)			0	Size
1719	HJ5078C	S			@Small			0	Size
1720	HJ5078C	M			@Medium			0	Size
1721	HJ5078C	L			@Large			0	Size
1722	HJ5078K	S			@Small			0	Size
1723	HJ5078K	M			@Medium			0	Size
1724	HJ5078K	L			@Large			0	Size
1725	HJ5078D	2T			@2T			0	Size
1726	HJ5078D	4T			@4T			0	Size
1727	HJ5078N	2T			@2T			0	Size
1728	HJ5078N	4T			@4T			0	Size
1729	HJ5078V	6			@6 month			0	Size
1730	HJ5078V	12			@12 month			0	Size
1731	HJ5078V	18			@18 month			0	Size
1732	HJ5078V	24			@24 month			0	Size
1733	HJ4918S	M			@Medium			0	Size
1734	HJ4918S	L			@Large			0	Size
1735	HJ4918S	XL			@XL			0	Size
1736	HJ4918S	2X	2		@2X (add $2)			0	Size
1737	HJ4918L	M			@Medium			0	Size
1738	HJ4918L	L			@Large			0	Size
1739	HJ4918L	XL			@XL			0	Size
1740	HJ4918L	2X	2		@2X (add $2)			0	Size
1741	HJ4918T	M			@Medium			0	Size
1742	HJ4918T	L			@Large			0	Size
1743	HJ4918T	XL			@XL			0	Size
1744	HJ4918T	2X	2		@2X (add $2)			0	Size
1745	HJ4918C	S			@Small			0	Size
1746	HJ4918C	M			@Medium			0	Size
1747	HJ4918C	L			@Large			0	Size
1748	HJ4918K	S			@Small			0	Size
1749	HJ4918K	M			@Medium			0	Size
1750	HJ4918K	L			@Large			0	Size
1751	HJ4918D	2T			@2T			0	Size
1752	HJ4918D	4T			@4T			0	Size
1753	HJ4918N	2T			@2T			0	Size
1754	HJ4918N	4T			@4T			0	Size
1755	HJ4918V	6			@6 month			0	Size
1756	HJ4918V	12			@12 month			0	Size
1757	HJ4918V	18			@18 month			0	Size
1758	HJ4918V	24			@24 month			0	Size
1759	HJ5158S	WHTM			@Medium - White			0	SizeColor
1760	HJ5158S	WHTL			@Large - White			0	SizeColor
1761	HJ5158S	WHTXL			@XL - White			0	SizeColor
1762	HJ5158S	WHTXXL	2		@2X - White (add $2)			0	SizeColor
1763	HJ5158S	BLKM			@Medium - Black			0	SizeColor
1764	HJ5158S	BLKL			@Large - Black			0	SizeColor
1765	HJ5158S	BLKXL			@XL - Black			0	SizeColor
1766	HJ5158S	BLKXXL	2		@2X - Black (add $2)			0	SizeColor
1767	HJ5158S	GRYM			@Medium - Gray			0	SizeColor
1768	HJ5158S	GRYL			@Large - Gray			0	SizeColor
1769	HJ5158S	GRYXL			@XL - Gray			0	SizeColor
1770	HJ5158S	GRYXXL	2		@2X - Gray (add $2)			0	SizeColor
1771	HJ5158H	WHTM			@Medium - White			0	SizeColor
1772	HJ5158H	WHTL			@Large - White			0	SizeColor
1773	HJ5158H	WHTXL			@XL - White			0	SizeColor
1774	HJ5158H	WHTXXL	2		@2X - White (add $2)			0	SizeColor
1775	HJ5158H	BLKM			@Medium - Black			0	SizeColor
1776	HJ5158H	BLKL			@Large - Black			0	SizeColor
1777	HJ5158H	BLKXL			@XL - Black			0	SizeColor
1778	HJ5158H	BLKXXL	2		@2X - Black (add $2)			0	SizeColor
1779	HJ5158H	GRYM			@Medium - Gray			0	SizeColor
1780	HJ5158H	GRYL			@Large - Gray			0	SizeColor
1781	HJ5158H	GRYXL			@XL - Gray			0	SizeColor
1782	HJ5158H	GRYXXL	2		@2X - Gray (add $2)			0	SizeColor
1783	HJ5158L	WHTM			@Medium - White			0	SizeColor
1784	HJ5158L	WHTL			@Large - White			0	SizeColor
1785	HJ5158L	WHTXL			@XL - White			0	SizeColor
1786	HJ5158L	WHTXXL	2		@2X - White (add $2)			0	SizeColor
1787	HJ5158L	BLKM			@Medium - Black			0	SizeColor
1788	HJ5158L	BLKL			@Large - Black			0	SizeColor
1789	HJ5158L	BLKXL			@XL - Black			0	SizeColor
1790	HJ5158L	BLKXXL	2		@2X - Black (add $2)			0	SizeColor
1791	HJ5158L	GRYM			@Medium - Gray			0	SizeColor
1792	HJ5158L	GRYL			@Large - Gray			0	SizeColor
1793	HJ5158L	GRYXL			@XL - Gray			0	SizeColor
1794	HJ5158L	GRYXXL	2		@2X - Gray (add $2)			0	SizeColor
1795	HJ5158T	WHTM			@Medium - White			0	SizeColor
1796	HJ5158T	WHTL			@Large - White			0	SizeColor
1797	HJ5158T	WHTXL			@XL - White			0	SizeColor
1798	HJ5158T	WHTXXL	2		@2X - White (add $2)			0	SizeColor
1799	HJ5158T	BLKM			@Medium - Black			0	SizeColor
1800	HJ5158T	BLKL			@Large - Black			0	SizeColor
1801	HJ5158T	BLKXL			@XL - Black			0	SizeColor
1802	HJ5158T	BLKXXL	2		@2X - Black (add $2)			0	SizeColor
1803	HJ5158T	GRYM			@Medium - Gray			0	SizeColor
1804	HJ5158T	GRYL			@Large - Gray			0	SizeColor
1805	HJ5158T	GRYXL			@XL - Gray			0	SizeColor
1806	HJ5158T	GRYXXL	2		@2X - Gray (add $2)			0	SizeColor
1807	HJ5198A	S			@Small			0	Size
1808	HJ5198A	M			@Medium			0	Size
1809	HJ5198A	L			@Large			0	Size
1810	HJ5198A	XL			@XL			0	Size
1811	HJ5198A	2X	2		@2X (add $2)			0	Size
1812	HJ5198Y	S			@Small			0	Size
1813	HJ5198Y	M			@Medium			0	Size
1814	HJ5198Y	L			@Large			0	Size
1815	HJ4512	3	0		@3 months			0	Size
1816	HJ4512	6	0		@6 months			0	Size
1817	HJ4512	12	0		@12 months			0	Size
1818	HJ4512	18	0		@18 months			0	Size
1819	HJ6492	S			@Small			1	Size
1820	HJ6492	M			@Medium			1	Size
1821	HJ6492	L			@Large			1	Size
1822	HJ6492	XL			@XL			0	Size
1823	HJ6492	2X			@XXL			0	Size
1824	HJ6804	6			@Size 6			0	Size
1825	HJ6804	7			@Size 7			1	Size
1826	HJ6804	8			@Size 8			1	Size
1827	HJ6804	9			@Size 9			0	Size
1828	HJ6804	10			@Size 10			1	Size
1829	HJ7222	S			@Small			1	Size
1830	HJ7222	M			@Medium			0	Size
1831	HJ7222	L			@Large			0	Size
1832	HJ7222	XL			@XL			0	Size
1833	HK5152	L	25		@Large (add $25)			0	Size
1834	HG3401S	2X			@2X			0	Size
1835	HJ6834	6			@Size 6			0	Size
1836	HJ6834	7			@Size 7			0	Size
1837	HJ6834	8			@Size 8			0	Size
1838	HJ6834	9			@Size 9			0	Size
1839	HJ6834	10			@Size 10			0	Size
1840	HJ6192	060BL			@Size 6 Black			0	SizeColor
1841	HJ6192	060BR			@Size 6 Brown			0	SizeColor
1842	HJ6192	070BL			@Size 7 Black			0	SizeColor
1843	HJ6192	070BR			@Size 7 Brown			0	SizeColor
1844	HJ6192	080BL			@Size 8 Black			0	SizeColor
1845	HJ6192	080BR			@Size 8 Brown			0	SizeColor
1846	HJ6192	090BL			@Size 9 Black			0	SizeColor
1847	HJ6192	090BR			@Size 9 Brown			0	SizeColor
1848	HJ6192	100BL			@Size 10 Black			0	SizeColor
1849	HJ6192	100BR			@Size 10 Brown			0	SizeColor
1850	HJ6192	110BL			@Size 11 Black			0	SizeColor
1851	HJ6192	110BR			@Size 11 Brown			0	SizeColor
1852	HJ4892	BL			@Blue			1	Color
1853	HJ4892	BR			@Brown			0	Color
1854	HJ4892	CA			@Camel			1	Color
1855	HJ4892	CH			@Champagne			1	Color
1856	HJ4892	DG			@Dark Gray			0	Color
1857	HJ4892	LG			@Light Gray			0	Color
1858	HJ4892	OR			@Orange			1	Color
1859	HJ4892	TA			@Tarragon			1	Color
1860	HJ4892	WI			@Wine			1	Color
1861	HJ7604	SA6			@Sapphire size 6			0	GemSize
1862	HJ7604	SA7			@Sapphire size 7			0	GemSize
1863	HJ7604	SA8			@Sapphire size 8			0	GemSize
1864	HJ7604	SA9			@Sapphire size 9			0	GemSize
1865	HJ7604	SA10			@Sapphire size 10			0	GemSize
1866	HJ7604	EM6			@Emerald size 6			0	GemSize
1867	HJ7604	EM7			@Emerald size 7			0	GemSize
1868	HJ7604	EM8			@Emerald size 8			1	GemSize
1869	HJ7604	EM9			@Emerald size 9			0	GemSize
1870	HJ7604	EM10			@Emerald size 10			0	GemSize
1871	HJ7604	RU6			@Ruby size 6			1	GemSize
1872	HJ7604	RU7			@Ruby size 7			0	GemSize
1873	HJ7604	RU8			@Ruby size 8			0	GemSize
1874	HJ7604	RU9			@Ruby size 9			0	GemSize
1875	HJ7604	RU10			@Ruby size 10			0	GemSize
1876	HJ7301L	M			@Medium			0	Size
1877	HJ7301L	L			@Large			0	Size
1878	HJ7301L	XL			@XL			0	Size
1879	HJ7301L	2X	2		@2X (add $2)			0	Size
1880	HJ7301T	M			@Medium			0	Size
1881	HJ7301T	L			@Large			0	Size
1882	HJ7301T	XL			@XL			0	Size
1883	HJ7301T	2X	2		@2X (add $2)			0	Size
1884	HJ5352	AJ			@Elephant			0	Animal
1885	HJ5352	LI			@Lion			0	Animal
1886	HJ5352	TU			@Turtle			0	Animal
1887	HJ5242	BU			@Blue			0	Color
1888	HJ5242	GR			@Green			0	Color
1889	HJ5242	WH			@White			0	Color
1890	HJ6422	BLS			@Black Small			0	SizeColor
1891	HJ6422	BLM			@Black Medium			1	SizeColor
1892	HJ6422	BLL			@Black Large			1	SizeColor
1893	HJ6422	BLXL			@Black XL			1	SizeColor
1894	HJ6422	KHS			@Khaki Small			1	SizeColor
1895	HJ6422	KHM			@Khaki Medium			1	SizeColor
1896	HJ6422	KHL			@Khaki Large			1	SizeColor
1897	HJ6422	KHXL			@Khaki XL			1	SizeColor
1898	HJ5231L	M			@Medium			0	Size
1899	HJ5231L	L			@Large			0	Size
1900	HJ5231L	XL			@XL			0	Size
1901	HJ5231L	2X	2		@2X (add $2)			0	Size
1902	HJ5231T	M			@Medium			0	Size
1903	HJ5231T	L			@Large			0	Size
1904	HJ5231T	XL			@XL			0	Size
1905	HJ5231T	2X	2		@2X (add $2)			0	Size
1906	HJ6624	TW			@Twin			0	Size
1907	HG3401T	2X			@2X			1	Size
1908	HG3411S	2X			@2X			1	Size
1909	HJ6522	CL			@Closed			0	Design
1910	HJ6522	OP			@Open			0	Design
1911	HJ7432	S			@Small			0	Size
1912	HJ7432	M			@Medium			0	Size
1913	HJ7432	L			@Large			0	Size
1914	HJ7432	XL			@XL			0	Size
1915	HJ6774	EM			@Emerald			0	Color
1916	HJ6774	RU			@Ruby			0	Color
1917	HJ5502	060			@Size 6			0	Size
1918	HJ5502	070			@Size 7			0	Size
1919	HJ5502	080			@Size 8			0	Size
1920	HJ5502	090			@Size 9			0	Size
1921	HJ5502	100			@Size 10			0	Size
1922	HJ6574	SM			@Small/Medium			0	Size
1923	HJ6574	LX			@Large/XL			0	Size
1924	HJ6182	060BL			@Size 6 Black			1	SizeColor
1925	HJ6182	060GY			@Size 6 Gray			1	SizeColor
1926	HJ6182	065BL			@Size 6.5 Black			0	SizeColor
1927	HJ6182	065GY			@Size 6.5 Gray			1	SizeColor
1928	HJ6182	070BL			@Size 7 Black			1	SizeColor
1929	HJ6182	070GY			@Size 7 Gray			1	SizeColor
1930	HJ6182	075BL			@Size 7.5 Black			1	SizeColor
1931	HJ6182	075GY			@Size 7.5 Gray			1	SizeColor
1932	HJ6182	080BL			@Size 8 Black			1	SizeColor
1933	HJ6182	080GY			@Size 8 Gray			1	SizeColor
1934	HJ6182	085BL			@Size 8.5 Black			1	SizeColor
1935	HJ6182	085GY			@Size 8.5 Gray			1	SizeColor
1936	HJ6182	090BL			@Size 9 Black			1	SizeColor
1937	HJ6182	090GY			@Size 9 Gray			1	SizeColor
1938	HJ6182	095BL			@Size 9.5 Black			1	SizeColor
1939	HJ6182	095GY			@Size 9.5 Gray			1	SizeColor
1940	HJ6182	100BL			@Size 10 Black			1	SizeColor
1941	HJ6182	100GY			@Size 10 Gray			1	SizeColor
1942	HJ6182	110BL			@Size 11 Black			1	SizeColor
1943	HJ6182	110GY			@Size 11 Gray			1	SizeColor
1944	HJ6634	ML			@Medium/Large			0	Size
1945	HJ6634	SM			@Small/Medium			0	Size
1946	HJ6442	LIS			@Lime Small			1	SizeColor
1947	HJ6442	LIM			@Lime Medium			1	SizeColor
1948	HJ6442	LIL			@Lime Large			1	SizeColor
1949	HJ6442	LIXL			@Lime XL			1	SizeColor
